原文	填写中文
Galaxy Bliss Magic Suit (Top)	銀河極樂魔法套裝（上衣）
Krillin Founder Title	克林創始者稱號
Krillin Founder Outfit	克林創始者服裝
Kid Krillin Outfit	小克林服裝
Kid Martial Artist Suit	少年武術家套裝
King Yemma Suit	閻王套裝
King Yamma's Outfit	閻王的服裝
King Yamma's Outfit Instructions	閻王的服裝說明
King Picollo's Outfit	短笛大魔王的服裝
Kindergarten Outfit	幼稚園服裝
Kibito Outfit	基比特服裝
Kefla Outfit	凱芙拉服裝
Kale Outfit	凱勒服裝
Karinga Tribe Outfit	卡林加族服裝
Kirito Outfit	桐人服裝
Kobushio Budo Clothes	小武士武道服裝
Kaito's Outfit	海斗的服裝
Jotaro Outfit	承太郎服裝
Johnny's Outfit	強尼的服裝
Jinx Outfit	金克絲服裝
Leon Outfit	里昂服裝
Launch's Outfit	蘭琪的服裝
Lady Luck Title	幸運女神稱號
Kyle Outfit	凱爾服裝
Lottery God Title	樂透之神稱號
Lightning Storm Awakening Title	雷暴覺醒稱號
Light and Victory Trumpet	光與勝利小號
Magic Introductory Surprise Suit (Shoes)	魔法入門驚喜套裝（鞋子）
Magic Introductory Surprise Suit (Pants) EX	魔法入門驚喜套裝（下裝）EX
Magic Introductory Surprise Suit (Pants)	魔法入門驚喜套裝（下裝）
