原文	填写中文
Temple Guard Armor (Top)	神殿守衛鎧甲（上衣）
Temple Guard Armor (Pants)	神殿守衛鎧甲（下裝）
Temple Guard Armor (Shoes)	神殿守衛鎧甲（鞋子）
Surprised Magic Jet Suit (Top)	驚喜魔法噴射套裝（上衣）
Surprised Magic Jet Suit (Pants)	驚喜魔法噴射套裝（下裝）
Surprised Magic Jet Suit (Shoes)	驚喜魔法噴射套裝（鞋子）
Super traditional Dragon Suit (Top)	超傳統龍套裝（上衣）
Super traditional Dragon Suit (Pants)	超傳統龍套裝（下裝）
Super traditional Dragon Suit (Shoes)	超傳統龍套裝（鞋子）
Super Demon Hunting Suit (Top)	超獵魔套裝（上衣）
Super Demon Hunting Suit (Pants)	超獵魔套裝（下裝）
Super Demon Hunting Suit (Shoes)	超獵魔套裝（鞋子）
Super Delicious Magic Clothes (Top)	超美味魔法服裝（上衣）
Super Delicious Magic Clothes (Pants)	超美味魔法服裝（下裝）
Super Delicious Magic Clothes (Shoes)	超美味魔法服裝（鞋子）
Super-Fantastic Magic Clothes (Top)	超奇幻魔法服裝（上衣）
Super-Fantastic Magic Clothes (Pants)	超奇幻魔法服裝（下裝）
Super-Fantastic Magic Clothes (Shoes)	超奇幻魔法服裝（鞋子）
Stolen Super Earring L1	盜取的超級耳環 L1
Stolen Super Earring L2	盜取的超級耳環 L2
Stolen Super Earring L3	盜取的超級耳環 L3
Stolen Super Earring L4	盜取的超級耳環 L4
Stolen Super Earring L5	盜取的超級耳環 L5
Spirit Bomb Capsule	元氣彈膠囊
Space Patrol Uniform (Top)	銀河巡警制服（上衣）
Space Patrol Uniform (Pants)	銀河巡警制服（下裝）
Space Patrol Uniform (Shoes)	銀河巡警制服（鞋子）
Shadowless Soldier (Top)	無影士兵（上衣）
Shadowless Soldier (Pants)	無影士兵（下裝）
Shadowless Soldier (Shoes)	無影士兵（鞋子）
Shadow Knight Armor (Top)	暗影騎士鎧甲（上衣）
Shadow Knight Armor (Pants)	暗影騎士鎧甲（下裝）
Shadow Knight Armor (Shoes)	暗影騎士鎧甲（鞋子）
Saiyan Battle Armor (Top)	賽亞人戰鬥鎧甲（上衣）
Saiyan Battle Armor (Pants)	賽亞人戰鬥鎧甲（下裝）
Saiyan Battle Armor (Shoes)	賽亞人戰鬥鎧甲（鞋子）
Red Ribbon Army Uniform (Top)	紅緞帶軍制服（上衣）
Red Ribbon Army Uniform (Pants)	紅緞帶軍制服（下裝）
Red Ribbon Army Uniform (Shoes)	紅緞帶軍制服（鞋子）
Power Pole	如意棒
Namekian Warrior Clothes (Top)	那美克戰士服（上衣）
Namekian Warrior Clothes (Pants)	那美克戰士服（下裝）
Namekian Warrior Clothes (Shoes)	那美克戰士服（鞋子）
Magic Pill	魔力藥丸
Upgrade Stone	強化石
Critical Hit Scroll	暴擊命中卷軸
Dragon Radar	龍珠雷達
Flying Training Manual	舞空術訓練手冊
Korin Tower Ticket	花梨塔通行券
Zeni Bag	索尼袋
Honor Medal	榮譽勳章
Guild Emblem	公會徽章
Raid Entry Ticket	團隊副本入場券
Dungeon Key	地下城鑰匙
Teleport Stone	傳送石
Return Scroll	回城卷軸
Experience Capsule	經驗膠囊
Skill Book	技能書
Recipe Book	配方書
Material Box	材料禮包
Equipment Box	裝備禮包
Costume Box	造型禮包
Hair Style Ticket	髮型券
Transformation Ticket	變身券
