原文	填写中文
Ancient Time-Summoned Devil Dragon	遠古時召惡魔之龍
Ancient Korin Forest	古代花梨森林
Advanced Weapon Upgrade Stone U70 Capsule [50x]	進階武器強化石 U70 膠囊［50×］
Advanced Weapon Upgrade Stone U70 Capsule [3x]	進階武器強化石 U70 膠囊［3×］
Advanced Weapon Upgrade Stone U70 Capsule [30x]	進階武器強化石 U70 膠囊［30×］
Advanced Weapon Upgrade Stone U70 Capsule [10x]	進階武器強化石 U70 膠囊［10×］
Advanced Weapon Upgrade Stone U60 Capsule [50x]	進階武器強化石 U60 膠囊［50×］
Advanced Weapon Upgrade Stone U60 Capsule [3x]	進階武器強化石 U60 膠囊［3×］
Advanced Weapon Upgrade Stone U60 Capsule [30x]	進階武器強化石 U60 膠囊［30×］
Advanced Weapon Upgrade Stone U60 Capsule [10x]	進階武器強化石 U60 膠囊［10×］
Advanced Weapon Upgrade Stone U55 [5x]	進階武器強化石 U55［5×］
Advanced Weapon Upgrade Stone U55 [3x]	進階武器強化石 U55［3×］
Advanced Weapon Upgrade Stone U55 [10x]	進階武器強化石 U55［10×］
Advanced Weapon Upgrade Stone U55 Capsule [50x]	進階武器強化石 U55 膠囊［50×］
Advanced Weapon Upgrade Stone U55 Capsule [30x]	進階武器強化石 U55 膠囊［30×］
Advanced Weapon Upgrade Stone U53 [5x]	進階武器強化石 U53［5×］
Advanced Weapon Upgrade Stone U53 [3x]	進階武器強化石 U53［3×］
Advanced Weapon Upgrade Stone U53 [10x]	進階武器強化石 U53［10×］
Advanced Weapon Upgrade Stone U53 Capsule [50x]	進階武器強化石 U53 膠囊［50×］
Advanced Weapon Upgrade Stone U53 Capsule [30x]	進階武器強化石 U53 膠囊［30×］
Advanced Weapon Upgrade Stone U50 [5x]	進階武器強化石 U50［5×］
Advanced Weapon Upgrade Stone U50 [3x]	進階武器強化石 U50［3×］
Advanced Weapon Upgrade Stone U50 [10x]	進階武器強化石 U50［10×］
Advanced Weapon Upgrade Stone U50 Capsule [50x]	進階武器強化石 U50 膠囊［50×］
Advanced Weapon Upgrade Stone U50 Capsule [30x]	進階武器強化石 U50 膠囊［30×］
Advanced Weapon Upgrade Stone U46 [5x]	進階武器強化石 U46［5×］
Advanced Weapon Upgrade Stone U46 [3x]	進階武器強化石 U46［3×］
Advanced Weapon Upgrade Stone U46 [10x]	進階武器強化石 U46［10×］
Advanced Weapon Upgrade Stone U42 [5x]	進階武器強化石 U42［5×］
Advanced Weapon Upgrade Stone U42 [3x]	進階武器強化石 U42［3×］
Advanced Weapon Upgrade Stone U42 [10x]	進階武器強化石 U42［10×］
Advanced VP Recovery Box [5x]	進階 VP 恢復禮包［5×］
Advanced VP Recovery Box [1x]	進階 VP 恢復禮包［1×］
Advanced Jewelry Recipe Chest	進階飾品配方箱
Advanced EXP Scroll [7 Days]	進階經驗卷軸［7 天］
Advanced EXP Scroll [30 Days]	進階經驗卷軸［30 天］
Advanced EXP Scroll [15 Days]	進階經驗卷軸［15 天］
Advanced EXP Scroll [1 Day]	進階經驗卷軸［1 天］
Advanced Armor Upgrade Stone U70 Capsule [50x]	進階防具強化石 U70 膠囊［50×］
Advanced Armor Upgrade Stone U70 Capsule [30x]	進階防具強化石 U70 膠囊［30×］
Advanced Armor Upgrade Stone U70 Capsule [10x]	進階防具強化石 U70 膠囊［10×］
Advanced Armor Upgrade Stone U60 Capsule [50x]	進階防具強化石 U60 膠囊［50×］
Advanced Armor Upgrade Stone U60 Capsule [30x]	進階防具強化石 U60 膠囊［30×］
Advanced Armor Upgrade Stone U60 Capsule [10x]	進階防具強化石 U60 膠囊［10×］
Advanced Armor Upgrade Stone U55 Capsule [50x]	進階防具強化石 U55 膠囊［50×］
Advanced Armor Upgrade Stone U55 Capsule [30x]	進階防具強化石 U55 膠囊［30×］
Advanced Armor Upgrade Stone U53 Capsule [50x]	進階防具強化石 U53 膠囊［50×］
Advanced Armor Upgrade Stone U53 Capsule [30x]	進階防具強化石 U53 膠囊［30×］
Advanced Armor Upgrade Stone U50 Capsule [50x]	進階防具強化石 U50 膠囊［50×］
Advanced Armor Upgrade Stone U50 Capsule [30x]	進階防具強化石 U50 膠囊［30×］
Advance Upgrade Capsule U30	進階強化膠囊 U30
Advance Practice Capsule	進階練習膠囊
Advance Potion Capsule	進階藥水膠囊
Admiral Outfit	海軍大將服裝
Activity Capsule	活動膠囊
Ace Child Dragon	王牌幼龍
ATK Increasing Capsule	攻擊提升膠囊
A Upgrade Stone U90	A 強化石 U90
A Newbie Title for New Players	新手玩家稱號
A Magic Metalic Weapon	魔法金屬武器
A Casual Outfit.	休閒服裝。
8 Weapon Coupon [1 Day]	8 武器優惠券［1 天］
60Lv Recipe Chest	60 級配方箱
55Lv Recipe Chest	55 級配方箱
50Lv Recipe Chest	50 級配方箱
40Lv Recipe Chest	40 級配方箱
50x White Lv 85 Stone	50× 白 Lv85 石
50x White Lv 80 Stone	50× 白 Lv80 石
50x Weapon Lv 85 Stone	50× 武器 Lv85 石
50x Weapon Lv 80 Stone	50× 武器 Lv80 石
5 Fire Mountain Essence Clothes	5 火山地精華服裝
Arise, Shenron!!	出來吧，神龍！！
