原文	填写中文
Super Powerful Turbine Trumpet	超強力渦輪小號
Super Powerful Turbine Trumpet Recipe	超強力渦輪小號配方
Super Powerful Speed Combat Shoes TYPE-C Recipe	超強力速度戰鬥鞋 TYPE-C 配方
Super Powerful Speed Combat Shoes TYPE-B Recipe	超強力速度戰鬥鞋 TYPE-B 配方
Super Powerful Speed Combat Pants TYPE-C Recipe	超強力速度戰鬥下裝 TYPE-C 配方
Super Powerful Speed Combat Pants TYPE-B Recipe	超強力速度戰鬥下裝 TYPE-B 配方
Super Powerful Ring TYPE-C Recipe	超強力戒指 TYPE-C 配方
Super Powerful Ring TYPE-B Recipe	超強力戒指 TYPE-B 配方
Super Powerful Necklace TYPE-C Recipe	超強力項鍊 TYPE-C 配方
Super Powerful Necklace TYPE-B Recipe	超強力項鍊 TYPE-B 配方
Peach Outfit	桃子服裝
Peace Preacher Suit	和平傳道者套裝
Parunga Every Day Clothes (Top)	波倫加日常服裝（上衣）
Parunga Every Day Clothes (Shoes)	波倫加日常服裝（鞋子）
Parunga Every Day Clothes (Pants)	波倫加日常服裝（下裝）
Panic Trumpet	恐慌小號
Panda Captain Outfit	熊貓隊長服裝
Pan Super Heroes Outfit.	潘超級英雄服裝。
Pan Outfit (Super Heroes Movie)	潘服裝（超級英雄電影）
Pan GT Outfit (Female)	潘 GT 服裝（女）
Pair of Bala Trumpet	一對巴拉小號
Outbreak Warrior Clothes	爆發戰士服裝
Oren's Pet Dog	奧倫的寵物狗
Nurse Outfit (Pink)	護士服裝（粉）
Nurse Outfit (Blue)	護士服裝（藍）
Nurse Outfit (Black)	護士服裝（黑）
Nezuko Clothes	禰豆子服裝
New Immortal Turtle Clothes	新不朽龜服裝
Neptune Outfit(Female)	海王星服裝（女）
Neliel Clothes	妮莉艾露服裝
Natural Companion Clothes	自然同伴服裝
Naruto Outfit	鳴人服裝
Named Trumpet	命名小號
Mummy Outfit	木乃伊服裝
Mummy Clothes	木乃伊衣
Mr Satan's Outfit	撒旦先生的服裝
Motorized Infantry Suit (Top) EX	機動步兵套裝（上衣）EX
Motorized Infantry Suit (Shoes) EX	機動步兵套裝（鞋子）EX
Motorized Infantry Suit (Pants) EX	機動步兵套裝（下裝）EX
Monty Python Clothes	巨蟒服裝
Monster Carrot's Outfit Type C	怪物胡蘿蔔服裝 Type C
Monster Carrot's Outfit Type B	怪物胡蘿蔔服裝 Type B
Monster Carrot's Outfit Type A	怪物胡蘿蔔服裝 Type A
Mirko Outfit	米爾柯服裝
Minato Outfit	水門服裝
Mihawk's Outfit	鷹眼服裝
Middle Rank Pet Feed	中級寵物飼料
Medium Rank Pet Feed [5x]	中級寵物飼料［5×］
Medium Rank Pet Feed [1x]	中級寵物飼料［1×］
Medium Rank Pet Feed [10x]	中級寵物飼料［10×］
Meteor Gunmen Clothes (Top) EX	流星槍手服裝（上衣）EX
Mercenary Tao Outfit	桃白傭兵服裝
Mega Man Outfit	洛克人服裝
Master Shen Outfit	鶴仙人服裝
Master Roshi Swimsuit [Male]	龜仙人泳裝［男］
Master Roshi Swimsuit [Female]	龜仙人泳裝［女］
Master Roshi Outfit	龜仙人服裝
Master Kaio Outfit	界王服裝
Makima Outfit	瑪奇瑪服裝
Maid Outfit 3	女僕服裝 3
Maid Outfit 2	女僕服裝 2
Maid Outfit 1	女僕服裝 1
Magic Trumpet Silk Pants	魔法小號絲質下裝
Magic Tomb King Clothes	魔法墓王服裝
Magic Summer Clothes	魔法夏日服裝
Magic Pirates Clothes	魔法海盜服裝
Magic Keeper Clothes (Top) EX	魔法守護者服裝（上衣）EX
Magic Keeper Clothes (Shoes) EX	魔法守護者服裝（鞋子）EX
Magic Keeper Clothes (Pants) EX	魔法守護者服裝（下裝）EX
Magic Introductory Surprise Suit (Top) EX	魔法入門驚喜套裝（上衣）EX
Magic Introductory Surprise Suit (Top)	魔法入門驚喜套裝（上衣）
Magic Introductory Surprise Suit (Shoes) EX	魔法入門驚喜套裝（鞋子）EX
Recipe for Gloves of Blazing Aura B (Karma)	熾焰光環手套 B 配方（業）
Recipe for Gloves of Blazing Aura A (Turtle)	熾焰光環手套 A 配方（龜）
Recipe for Gloves of Blazing Aura A (Crane)	熾焰光環手套 A 配方（鶴）
Recipe for Blazing Sunset Mask (Karma)	熾焰夕陽面具配方（業）
Recipe for Blazing Scarlet Feather Fan (Crane)	熾焰緋羽扇配方（鶴）
Recipe for Blazing Octopus Rod (Grand Chief)	熾焰章魚杖配方（大酋長）
Recipe for Blazing Lightning Rod (Fighter)	熾焰閃電杖配方（格鬥家）
Recipe for Blazing Extending Short Staff (Turtle)	熾焰伸縮短杖配方（龜）
Recipe for Blazing Burst Megaphone (Ultimate)	熾焰爆發擴音器配方（究極）
Recipe for Blazing Bloodlust Axe (Shadow Knight)	熾焰嗜血斧配方（影騎士）
The End Trumpet	終結小號
The Symphony of Trumpet's Extinction VII	小號滅絕交響曲 VII
The Symphony of Trumpet's Extinction VI	小號滅絕交響曲 VI
