原文	填写中文
Special Della Army Tactile Armor (Pants) EX	特製德拉軍觸覺鎧甲（下裝）EX
Hyperbolic Time Chamber Armor Zone	精神時光屋防具區
Downgrade Armor 85	降級防具 85
Armor Thief	防具竊賊
Armor Package	防具禮包
Armor Fragment	防具碎片
Armor Drops	防具掉落
Armor Recipe Chest [Lv42]	防具配方箱［Lv42］
Armor Recipe Chest [Lv38]	防具配方箱［Lv38］
Armor Recipe Chest (Probability) [Lv30-35]	防具配方箱（機率）［Lv30-35］
Armor Recipe Chest (Probability) [Lv21-29]	防具配方箱（機率）［Lv21-29］
Armor Recipe Chest (General) [Lv55]	防具配方箱（一般）［Lv55］
Armor Recipe Chest (General) [Lv21-29]	防具配方箱（一般）［Lv21-29］
Armor Recipe Chest (General) [Lv20-35]	防具配方箱（一般）［Lv20-35］
Armor Chest R4A (Majin) [Lv53-Lv55]	防具箱 R4A（魔人）［Lv53-Lv55］
Armor Chest R4A (Human) [Lv53-Lv55]	防具箱 R4A（人類）［Lv53-Lv55］
Armor Chest A (human) [Lv53-Lv55]	防具箱 A（人類）［Lv53-Lv55］
Armor Chest A (Majin) [Lv53-Lv55]	防具箱 A（魔人）［Lv53-Lv55］
Armor Chest (Majin) [Lv50]	防具箱（魔人）［Lv50］
Armor Chest (Majin) [Lv36-46]	防具箱（魔人）［Lv36-46］
Armor Chest (Majin) [Lv30-35]	防具箱（魔人）［Lv30-35］
Armor Chest (Majin) [Lv21-26]	防具箱（魔人）［Lv21-26］
Armor Chest (Human) [Lv50]	防具箱（人類）［Lv50］
Armor Chest (Human) [Lv36-46]	防具箱（人類）［Lv36-46］
Armor Chest (Human) [Lv30-35]	防具箱（人類）［Lv30-35］
Armor Chest (Human) [Lv21-26]	防具箱（人類）［Lv21-26］
Advanced Armor Upgrade Stone U70 Capsule [5x]	進階防具強化石 U70 膠囊［5×］
Advanced Armor Upgrade Stone U70 Capsule [3x]	進階防具強化石 U70 膠囊［3×］
Advanced Armor Upgrade Stone U60 Capsule [5x]	進階防具強化石 U60 膠囊［5×］
Advanced Armor Upgrade Stone U60 Capsule [3x]	進階防具強化石 U60 膠囊［3×］
EV +8 Armor Coupon Lv70 [3 Days]	EV +8 防具優惠券 Lv70［3 天］
EV +8 Armor Coupon Lv60 [7 Days]	EV +8 防具優惠券 Lv60［7 天］
EV +15 Armor Coupon Lv70 [15 Days]	EV +15 防具優惠券 Lv70［15 天］
EV +12 Armor Coupon Lv70 [15 Days]	EV +12 防具優惠券 Lv70［15 天］
EV +12 Armor Coupon Lv60 [15 Days]	EV +12 防具優惠券 Lv60［15 天］
8 Armor Coupon [1 Day]	8 防具優惠券［1 天］
6 Armor Coupon [1 Day]	6 防具優惠券［1 天］
20 Armor Coupon Lv70 [1 Year]	20 防具優惠券 Lv70［1 年］
10 Armor Coupon LV60 [1 Day]	10 防具優惠券 Lv60［1 天］
Weapons Package	武器禮包
Weapons Order	武器訂單
Weapon Transaction Details	武器交易詳情
Weapon Throw	武器投擲
Weapon Smuggling Robot	武器走私機器人
Weapon Fragment	武器碎片
Weapon Drops	武器掉落
Weapon Development Plan	武器開發計畫
Weapon Design	武器設計圖
Weapon Dealer Robot	武器商人機器人
Weapon Business Robot	武器業務機器人
Weapon Merchant For Contestant	參賽者武器商人
Weapon Merchant For Champion	冠軍武器商人
Weapon Recipe Chest [Lv46]	武器配方箱［Lv46］
Weapon Recipe Chest [Lv42]	武器配方箱［Lv42］
Weapon Recipe Chest [Lv38]	武器配方箱［Lv38］
Weapon Recipe Chest (Probability) [Lv21-35]	武器配方箱（機率）［Lv21-35］
Weapon Recipe Chest (General) [Lv21-35]	武器配方箱（一般）［Lv21-35］
Secondary Weapon	副武器
Photon Weapon	光子武器
Photon Weapon EX	光子武器 EX
Prototype Saiyan Pod	原型賽亞艙
Special Parts for the Saiyan Pod Prototype.	賽亞艙原型特殊零件。
SS4 Goku GT GI	超四悟空 GT 武道服
SJ4 Goku Wig	超四悟空假髮
Piccolo Outfit [Half]	短笛服裝［半身］
Piccolo & Gohan Outfit(Super Heroes Movie)	短笛與悟飯服裝（超級英雄電影）
Martial Arts Skill Tutor Clothes (Shoes) R	武道技能導師服裝（鞋子）R
Martial Arts Skill Tutor Clothes (Shoes) L	武道技能導師服裝（鞋子）L
Martial Arts Skill Tutor Clothes (Pants) R	武道技能導師服裝（下裝）R
Martial Arts Skill Tutor Clothes (Pants) L	武道技能導師服裝（下裝）L
Sonny Scott (Silver) Compensation Capsule	索尼·斯科特（銀）補償膠囊
Refining Original Stone Capsule	精煉原石膠囊
Red Capsule Box N20 [1 Day]	紅色膠囊禮包 N20［1 天］
Red Capsule Box N16 [1 Day]	紅色膠囊禮包 N16［1 天］
Recovery Tank Capsule	恢復槽膠囊
Prismatic Zenith Scroll	棱鏡天頂卷軸
Prayer Scroll EX	祈禱卷軸 EX
Pillar Coast / Pillar Coast Fishing Village	柱海岸／柱海岸漁村
Pandora's Capsule Lv29	潘朵拉膠囊 Lv29
Pandora's Capsule Lv28	潘朵拉膠囊 Lv28
Pandora's Capsule Lv27	潘朵拉膠囊 Lv27
Pandora's Capsule Lv26	潘朵拉膠囊 Lv26
Pandora's Capsule Lv25	潘朵拉膠囊 Lv25
Pandora's Capsule Lv24	潘朵拉膠囊 Lv24
Pandora's Capsule Lv23	潘朵拉膠囊 Lv23
Pandora's Capsule Lv22	潘朵拉膠囊 Lv22
Pandora's Capsule Lv21	潘朵拉膠囊 Lv21
Pandora's Capsule Lv20	潘朵拉膠囊 Lv20
Pandora's Capsule Lv19	潘朵拉膠囊 Lv19
Pandora's Capsule Lv18	潘朵拉膠囊 Lv18
Pandora's Capsule Lv17	潘朵拉膠囊 Lv17
Pandora's Capsule Lv16	潘朵拉膠囊 Lv16
The Eternal Dragons's Gift for Mighty Majin	神龍給強力魔人的禮物
[Synthesis] Awesome Buu Memorial Gloves L	［合成］超棒布歐紀念手套 L
