原文	填写中文
Young Ghost Wolf	幼年幽靈狼
Young Chocolay	幼年巧克力
Young Brainwashed Explosive Saibaman	幼年洗腦爆破菜花人
Young Blood Mask	幼年血面具
Young Big-Eared Rabbit	幼年大耳兔
York Svaile	約克·斯瓦爾
Yor Dogi	約爾武道服
Yongan Pond	永安池
Yiseuri Lake	伊瑟里湖
Yiseuri Area	伊瑟里地區
Ying Yang Drum	陰陽鼓
Yielding Devil Pirate	屈服惡魔海盜
Yi Song	伊松
Yi Nuya	伊努雅
Yena Supply Soldier	耶納補給兵
Yellow Yeast Mushroom	黃色酵母蘑菇
Yellow Tailed Weasel	黃尾鼬
Yellow Smelly Blob	黃色臭黏團
Yellow Seed Collector	黃種採集者
Yellow Powder	黃色粉末
Yegu Beetle	耶古甲蟲
Yee Haw	耶哈
Yeah! Yeah!	耶！耶！
Yaxi Si	亞希斯
Yatsi's Tail	雅茨的尾巴
Yatsi's Bait	雅茨的誘餌
Yatelasi R	亞特拉西 R
Yatelasi L	亞特拉西 L
Yatelasi EX	亞特拉西 EX
Yatai Le	亞台勒
Yardrat's Memory [x10]	亞卓特的記憶［×10］
Yardrat's Memory [5x]	亞卓特的記憶［5×］
Yardrat's Memory [3x]	亞卓特的記憶［3×］
Yardrat's Memory [10x]	亞卓特的記憶［10×］
Yardrat's Memory	亞卓特的記憶
Yardrat Transportation	亞卓特運輸
Yang Si	楊斯
Blacksmith Toolbox	鐵匠工具箱
Blacksmith Toolbox3	鐵匠工具箱 3
Black-White Catfish Dragon	黑白鯰龍
Blarney Clothes	布拉尼服裝
