原文	填写中文
CC Modern Outfit	CC 現代服裝
CC Mixed Outfit V2	CC 混搭服裝 V2
CC Mixed Outfit V1	CC 混搭服裝 V1
CC Magic Pill X [20x]	CC 魔力藥丸 X［20×］
CC Magic Pill S [20x]	CC 魔力藥丸 S［20×］
CC Magic Pill M [20x]	CC 魔力藥丸 M［20×］
CC Magic Pill L [20x]	CC 魔力藥丸 L［20×］
CC Magic Pill Capsule (x100)	CC 魔力藥丸膠囊（×100）
CC Magic Pill Capsule (100x)	CC 魔力藥丸膠囊（100×）
CC Magic Experiment Clothes	CC 魔法實驗服裝
CC Life Pill X [20x]	CC 生命藥丸 X［20×］
CC Life Pill S [20x]	CC 生命藥丸 S［20×］
CC Life Pill M [20x]	CC 生命藥丸 M［20×］
CC Life Pill L [20x]	CC 生命藥丸 L［20×］
CC Life Pill Capsule (x100)	CC 生命藥丸膠囊（×100）
CC Life Pill Capsule (100x)	CC 生命藥丸膠囊（100×）
CC Jet Outfit	CC 噴射服裝
CC Engineers Outfit A	CC 工程師服裝 A
CC Driver Outfit A	CC 駕駛服裝 A
CC Casual Outfit C	CC 休閒服裝 C
CC Casual Outfit B	CC 休閒服裝 B
CC Casual Outfit A	CC 休閒服裝 A
CC 150 Hell Pass	CC 150 地獄通行證
Buuby Island	布比島
Buu Town	布歐鎮
Buu Square	布歐廣場
Buu Special Scouter P2 [1 Day]	布歐特殊偵察器 P2［1 天］
Buu Special Scouter P1 [1 Day]	布歐特殊偵察器 P1［1 天］
Buu Restoration	布歐復原
Butterfly Wings	蝴蝶翅膀
Butterfly Lake Camp	蝴蝶湖營地
Butterfly Lake	蝴蝶湖
Business Man Suit (Yellow Tie)	商務套裝（黃領帶）
Business Man Suit (Red Tie)	商務套裝（紅領帶）
Business Man Suit (Blue Tie)	商務套裝（藍領帶）
Bunny Outfit [Red]	兔女郎服裝［紅］
Bunny Outfit Capsule	兔女郎服裝膠囊
Bunny Outfit (Female)	兔女郎服裝（女）
Bulma's Cosmic Outfit Instructions	布瑪宇宙服裝說明
Bulma's Convenient Capsule	布瑪的便利膠囊
Bula-Li Blue Monkey	布拉利藍猴
Bula-Li Black Monkey	布拉利黑猴
Building Stone	建築石
Broken Namek Art	破碎那美克藝術
Broken Clothes	破損服裝
Bristol Flower Monkey	布里斯托花猴
Bright Spirit Suit	明亮精靈套裝
Bright Shiny Stone	明亮閃亮石
Bright Red Dragon Title	亮紅龍稱號
Brick Capsule	磚塊膠囊
Brave Soul Title	勇敢之魂稱號
Brave Loner Goku	勇敢的孤獨悟空
Brad's Car Keys	布拉德的車鑰匙
Boxing Ferret	拳擊雪貂
Boxer Wand	拳手魔杖
Boxer Stick	拳手棍
Boxer Mink	拳手貂
Boxer Mask	拳手面具
Boxer Gem	拳手寶石
Boxer Fan	拳手扇
Boxer Drum	拳手鼓
Boxer Club	拳手棒
Boxer Claws	拳手爪
Boong Flying Kaboong Wing	蹦舞空卡邦翼
Boong Flying Kaboong	蹦舞空卡邦
Bon Dragon Mitts	邦龍手套
Bon Dragon Bracers	邦龍護腕
Blue Monkey's Tail	藍猴尾巴
Bloody Satin Clothes	血腥緞面服裝
Bloody Eye Magic Suit (Top) EX	血眼魔法套裝（上衣）EX
Bloody Eye Magic Suit (Shoes) EX	血眼魔法套裝（鞋子）EX
Bloody Eye Magic Suit (Pants) EX	血眼魔法套裝（下裝）EX
Blazing Moon Magic Stone (Poko)	熾月魔法石（波可）
Blank Dragon Ball	空白龍珠
Black Stone Capsule [5x]	黑石膠囊［5×］
Black Stone Capsule [1x]	黑石膠囊［1×］
Black Satin Long Clothes	黑色緞面長衣
Black Satin Clothes	黑色緞面服裝
Black Monkey's Tail	黑猴尾巴
Black Mech Warrior Outfit	黑色機甲戰士服裝
Black Destruction Outfit	黑色破壞服裝
Bitt Dragon	比特龍
Bio Feedlot Key	生物飼料場鑰匙
Big Flower Monkey	大花猴
Best Trumpet	最佳小號
Berserk Buu	狂暴布歐
