原文	填写中文
Magic Comfort Suit Dawn Edition (Shoes) R	魔法舒適套裝黎明版（鞋子）R
Magic Comfort Suit Dawn Edition (Shoes) L	魔法舒適套裝黎明版（鞋子）L
Magic Comfort Suit Dawn Edition (Pants) R	魔法舒適套裝黎明版（下裝）R
Magic Comfort Suit Dawn Edition (Pants) L	魔法舒適套裝黎明版（下裝）L
Magic Celebration Clothes (Top) R	魔法慶典服裝（上衣）R
Magic Celebration Clothes (Top) L	魔法慶典服裝（上衣）L
Magic Celebration Clothes (Shoes) R	魔法慶典服裝（鞋子）R
Magic Celebration Clothes (Shoes) L	魔法慶典服裝（鞋子）L
Magic Celebration Clothes (Pants) R	魔法慶典服裝（下裝）R
Magic Celebration Clothes (Pants) L	魔法慶典服裝（下裝）L
