原文	填写中文
Every Day Space Suit (Pants) EX	日常太空套裝（下裝）EX
Every Day Broadwood Clothes (Top) EX	日常闊木服裝（上衣）EX
Every Day Broadwood Clothes (Top)	日常闊木服裝（上衣）
Every Day Broadwood Clothes (Shoes) EX	日常闊木服裝（鞋子）EX
Every Day Broadwood Clothes (Shoes)	日常闊木服裝（鞋子）
Every Day Broadwood Clothes (Pants) EX	日常闊木服裝（下裝）EX
Every Day Broadwood Clothes (Pants)	日常闊木服裝（下裝）
Event Wagu Coin	活動瓦古幣
Equipment Box [50x]	裝備禮包［50×］
Equipment Box [30x]	裝備禮包［30×］
Equipment Box [1x]	裝備禮包［1×］
Equipment Box [10x]	裝備禮包［10×］
Epic Orange U Stone U75 (Recipe)	史詩橘 U 石 U75（配方）
Enthusiasm Clothes	熱情服裝
Enslaved Namekian Elder	被奴役的那美克長老
Enriched Franium Capsules	濃縮弗拉鈮膠囊
Enriched Franium Capsule	濃縮弗拉鈮膠囊
Encompassing Mask EX	涵蓋面具 EX
Encompassing Mask	涵蓋面具
Empty Capsule	空膠囊
Emperor Frieza	弗利薩皇帝
Emerald Satin Clothes	翡翠緞面服裝
Emerald Dragon Soul	翡翠龍魂
Easter Title	復活節稱號
East Battlefield Clothes (Top)	東部戰場服裝（上衣）
East Battlefield Clothes (Shoes)	東部戰場服裝（鞋子）
East Battlefield Clothes (Pants)	東部戰場服裝（下裝）
Earthquake Stone	地震石
EV Wagu Coins Bag (100x)	EV 瓦古幣袋（100×）
EV U55 Random Upgrade Stone Capsule	EV U55 隨機強化石膠囊
EV U53 Random Upgrade Stone Capsule	EV U53 隨機強化石膠囊
EV U50 Random Upgrade Stone Capsule	EV U50 隨機強化石膠囊
EV Transformation Random Capsule	EV 變身隨機膠囊
EV Super Saiyan Potion [Martial Art]	EV 超級賽亞人藥水［武道］
EV Strength Potion Capsule	EV 力量藥水膠囊
EV Skill Reset Book+ [7 Days]	EV 技能重置書＋［7 天］
EV Skill Reset Book+ [1 Day]	EV 技能重置書＋［1 天］
EV Skill Reset Book [1 Day]	EV 技能重置書［1 天］
EV Skill Reset Book	EV 技能重置書
EV Silver Star No.8 Capsule [7Day]	EV 銀星 8 號膠囊［7 天］
EV Recovery Potion Random Capsule	EV 恢復藥水隨機膠囊
EV Premium Rank Pet Feed	EV 高級寵物飼料
EV Pet Rise Peanut	EV 寵物提升花生
EV Pet Fusion Item	EV 寵物融合道具
EV Mystic Fly Scroll	EV 神秘舞空卷軸
EV Medium Rank Pet Feed	EV 中級寵物飼料
EV Low Rank Pet Feed	EV 低級寵物飼料
EV Legendary Property Ball Box	EV 傳說屬性球禮包
EV High Rank Pet Feed	EV 高級寵物飼料
EV Guild Name Change Book [10 Days]	EV 公會改名書［10 天］
EV Guild Name Change Book [1 Day]	EV 公會改名書［1 天］
EV Fly Amplifiers Scroll [7 Days]	EV 舞空增幅卷軸［7 天］
EV Fly Amplifiers Scroll [30 Days]	EV 舞空增幅卷軸［30 天］
EV Fly Amplifiers Scroll [3 Days]	EV 舞空增幅卷軸［3 天］
EV Fly Amplifiers Scroll [15 Days]	EV 舞空增幅卷軸［15 天］
EV Fly Amplifiers Scroll [1 Day]	EV 舞空增幅卷軸［1 天］
EV Event Coins Bag (100x)	EV 活動幣袋（100×）
EV Dragon Ball Treasure Chest (Random)	EV 龍珠寶箱（隨機）
EV Dragon Ball Chest (Random)	EV 龍珠箱（隨機）
EV Dragon Ball Chest (Odd)	EV 龍珠箱（奇數）
EV Dragon Ball Chest (Even)	EV 龍珠箱（偶數）
EV Dragon Ball Chest (All)	EV 龍珠箱（全部）
EV Advanced Fly Scroll [3 Min]	EV 進階舞空卷軸［3 分］
