原文	填写中文
[Lower] Fly Enhancement [1 Day]	［低階］舞空強化［1 天］
[Higher] Fly Enhancement [120 Min]	［高階］舞空強化［120 分］
[Higher] Fly Enhancement [1 Day]	［高階］舞空強化［1 天］
Zero Outfit	Zero 服裝
Yusuke Outfit	浦飯服裝
Young Roshi's Outfit	年輕龜仙人服裝
Yardrat Outfit	亞卓特服裝
Yadrat Outfit (Original)	亞卓特服裝（原版）
Yadrat Adult Clothes	亞卓特成人服裝
Xicor's Outfit	希科服裝
Xeno Vegetto Outfit	異次元貝吉特服裝
Wolf's Fur Outfit	狼毛皮服裝
White Christmas Outfit	白色聖誕服裝
Vaillant Trumpet	英勇小號
Vaillant Invincible Trumpet	英勇無敵小號
Vagabond Outfit	浪人服裝
Uzumaki Narumi Outfit	漩渦鳴海服裝
Uzui Outfit	宇髄服裝
Uub's Outfit	烏布的服裝
Uchiha Sasumi Outfit	宇智波佐澄服裝
UTS Activity Title	UTS 活動稱號
Turtle Master Roshi's Outfit	龜仙人服裝
Turtle Master Roshi's Outfit Description	龜仙人服裝說明
Turtle Hermit's Training Outfit (Orange)	龜仙人訓練服裝（橙）
Turtle Hermit's Training Outfit (Black)	龜仙人訓練服裝（黑）
Traveller's Outfit	旅行者服裝
Trailer Outfit N	預告服裝 N
Trailer Outfit H	預告服裝 H
Top Chef Majin Clothes	頂尖主廚魔人服裝
Toji Outfit	虎杖服裝
Tiger God King Spirit Clothes	虎神王精靈服裝
The acquisition of skills!\nPower UP (Dragon Clan)	習得技能！\n強化（龍族）
The acquisition of skills!\nGuard (Wonder Majin)	習得技能！\n防禦（意魔人）
The acquisition of skills!\nGuard (Spiritualist)	習得技能！\n防禦（精神師）
Soul Enhanced Clothes (Top) EX	靈魂強化服裝（上衣）EX
Soul Enhanced Clothes (Shoes) EX	靈魂強化服裝（鞋子）EX
Soul Enhanced Clothes (Pants) EX	靈魂強化服裝（下裝）EX
Sorsoli's Pet Dog	索索利的寵物狗
Smokin Trumpet	冒煙小號
Smiling Majin Clothes	微笑魔人服裝
Slippery Soft Silk Suit	滑順軟絲套裝
Skywalker Trumpet	天行者小號
Skeleton Outfit	骷髏服裝
Simple Accelerate Suit (Top) EX	簡易加速套裝（上衣）EX
Simple Accelerate Suit (Top)	簡易加速套裝（上衣）
Simple Accelerate Suit (Shoes) EX	簡易加速套裝（鞋子）EX
Simple Accelerate Suit (Shoes)	簡易加速套裝（鞋子）
Simple Accelerate Suit (Pants) EX	簡易加速套裝（下裝）EX
Simple Accelerate Suit (Pants)	簡易加速套裝（下裝）
Short Forest Clothes	短林服裝
Shooting Star Wave Suit (Top)	流星波套裝（上衣）
Shooting Star Wave Suit (Shoes) EX	流星波套裝（鞋子）EX
Shooting Star Wave Suit (Shoes)	流星波套裝（鞋子）
Shooting Star Wave Suit (Pants) EX	流星波套裝（下裝）EX
Shooting Star Wave Suit (Pants)	流星波套裝（下裝）
Shinigami Outfit	死神服裝
Shanks Outfit	香克斯服裝
Senior Clothes Merchant	高級服裝商人
School Outfit	校服
Saiyawoman Outfit	賽亞女服裝
Saiyaman Outfit Instructions	賽亞人服裝說明
Saiyaman Outfit (Destroyed Version)	賽亞人服裝（損毀版）
SG Yamoshi Clothes	SG 亞莫希服裝
Romantic Starlight Clothes	浪漫星光服裝
Robot Processor with a Capsule Corporation Logo.	帶膠囊公司標誌的機器人處理器。
Rimuru Tempest Outfit	利姆路·坦佩斯特服裝
Rikudou Outfit	六道服裝
Reindeer Outfit	馴鹿服裝
Reggae Outfit Set	雷鬼服裝套組
Reggae Outfit	雷鬼服裝
Raptor Turtle Clothes (Top) EX	迅猛龜服裝（上衣）EX
Raptor Crane Clothes (Top) EX	迅猛鶴服裝（上衣）EX
Raptor Crane Clothes (Shoes) EX	迅猛鶴服裝（鞋子）EX
Raptor Crane Clothes (Pants) EX	迅猛鶴服裝（下裝）EX
Raphtalia Outfit	拉芙塔莉雅服裝
Rainbow Every Day Clothes (Top) EX	彩虹日常服裝（上衣）EX
Rainbow Every Day Clothes (Top)	彩虹日常服裝（上衣）
Rainbow Every Day Clothes (Shoes) EX	彩虹日常服裝（鞋子）EX
Rainbow Every Day Clothes (Shoes)	彩虹日常服裝（鞋子）
Rainbow Every Day Clothes (Pants) EX	彩虹日常服裝（下裝）EX
Rainbow Every Day Clothes (Pants)	彩虹日常服裝（下裝）
Ragged Steel Majin Clothes	破爛鋼鐵魔人服裝
Ragged Majin Clothes	破爛魔人服裝
RP Grizzly Bear Outfit	RP 灰熊服裝
Quiet Trumpet	安靜小號
Queen Bee Outfit	蜂后服裝
Putt-Putt Trumpet	噗噗小號
Pui Pui Outfit	普伊普伊服裝
Professional Pilot Clothes (Top) EX	專業飛行員服裝（上衣）EX
Professional Pilot Clothes (Top)	專業飛行員服裝（上衣）
Professional Pilot Clothes (Shoes) EX	專業飛行員服裝（鞋子）EX
Professional Pilot Clothes (Shoes)	專業飛行員服裝（鞋子）
Professional Pilot Clothes (Pants) EX	專業飛行員服裝（下裝）EX
Professional Pilot Clothes (Pants)	專業飛行員服裝（下裝）
Prisoner Outfit	囚犯服裝
Prismatic Zenith Trumpet	棱鏡天頂小號
Pride Tropper Outfit	驕傲部隊服裝
Premium Fantasy Clothes (Top)	高級幻想服裝（上衣）
Premium Fantasy Clothes (Shoes)	高級幻想服裝（鞋子）
Premium Fantasy Clothes (Pants)	高級幻想服裝（下裝）
Popo Outfit 3 Instructions	波波服裝 3 說明
Popo Outfit 2 Instructions	波波服裝 2 說明
Popo Outfit 1 Instructions	波波服裝 1 說明
Policeman Petro	警察佩特羅
Polar Bear Outfit	北極熊服裝
Plastic Trumpet EX	塑膠小號 EX
Plastic Trumpet	塑膠小號
Pirate Captain Outfit 3 Instructions	海盜船長服裝 3 說明
Pirate Captain Outfit 2 Instructions	海盜船長服裝 2 說明
Pirate Captain Outfit 1 Instructions	海盜船長服裝 1 說明
Pie-Pie Outfit	派派服裝
Philosophy Enthusiasm Clothes	哲學熱情服裝
Phantom Octave Trumpet	幻影八度小號
Pet Sealing	寵物封印
Pet Rise Peanut	寵物提升花生
Pet Gashapon Machine	寵物扭蛋機
Pet Fusion Item	寵物融合道具
Perfect Magic Fiber Clothes (Top)	完美魔法纖維服裝（上衣）
Perfect Magic Fiber Clothes (Shoes)	完美魔法纖維服裝（鞋子）
Perfect Magic Fiber Clothes (Pants)	完美魔法纖維服裝（下裝）
Perfect Lotus Magic Suit (Top) EX	完美蓮花魔法套裝（上衣）EX
Perfect Lotus Magic Suit (Top)	完美蓮花魔法套裝（上衣）
Perfect Lotus Magic Suit (Shoes) EX	完美蓮花魔法套裝（鞋子）EX
Perfect Lotus Magic Suit (Shoes)	完美蓮花魔法套裝（鞋子）
Perfect Lotus Magic Suit (Pants) EX	完美蓮花魔法套裝（下裝）EX
Perfect Lotus Magic Suit (Pants)	完美蓮花魔法套裝（下裝）
Peach Outfit Description	桃子服裝說明
