原文	填写中文
Dragonclan Capsule Lv4	龍族膠囊 Lv4
Dragonclan Capsule Lv5	龍族膠囊 Lv5
Dragonclan Capsule Lv6	龍族膠囊 Lv6
Dragonclan Capsule Lv7	龍族膠囊 Lv7
Dragonclan Capsule Lv8	龍族膠囊 Lv8
Dragonclan Capsule Lv9	龍族膠囊 Lv9
Dragonclan Capsule Lv10	龍族膠囊 Lv10
Dragon's Will	龍之意志
Dragon's Tooth	龍之牙
Dragon's Spark	龍之火花
Dragon's Rage!!	龍之怒！！
Dragon's Punishment	龍之懲罰
Dragon's Protection	龍之守護
Dragon's Pledge	龍之誓約
Dragon's Oath	龍之誓言
Dragon's Champion	龍之冠軍
Dragon Volunteer Service	龍志願服務
Dragon Trials Capsule	龍試煉膠囊
Dragon Teeth Stick	龍牙棒
Dragon Strike	龍擊
Dragon Snore Rock Camp Bus	龍鼾岩營地巴士
Dragon Nose Camp	龍鼾岩營地
Dragon Slayer Helmet	屠龍頭盔
Dragon Slayer Dogi	屠龍武道服
Dragon Scale	龍鱗
Dragon Saboteur Gun EX	龍破壞槍 EX
Dragon Saboteur Gun	龍破壞槍
Dragon Rizard	龍蜥蜴
Dragon River Predator	龍河掠食者
Dragon River Bus	龍河巴士
Dragon River Area	龍河地區
Dragon Rifle EX	龍步槍 EX
Dragon Rifle	龍步槍
Dragon Rage	龍怒
Dragon Mystic Namek	龍神秘那美克
Dragon Molar's Big Rock	龍牙巨岩
Dragon Molar Area	龍牙地區
Dragon Maxim!!	龍格言！！
Dragon Master?	龍大師？
Dragon King's Stength	龍王之力
Dragon King's Focus	龍王集中
Dragon King's Dexterity	龍王敏捷
Dragon King's Constitution	龍王體質
Dragon God's Rage	龍神之怒
Dragon God's Fury	龍神之怒火
Dragon Glory	龍之榮耀
Dragon Frog Venom	龍蛙毒
Dragon Frog Oil	龍蛙油
Dragon Frog Body Fluid	龍蛙體液
Dragon Eggs	龍蛋
Dragon Destroyer	滅龍者
Dragon Cutter EX	龍切刀 EX
Dragon Curse	龍詛咒
Dragon Crystal Shards	龍水晶碎片
Dragon Crystal Pieces	龍水晶塊
Dragon Crystal Fragment	龍水晶破片
Dragon Cradle	龍搖籃
Dragon Coil	龍線圈
Dragon Claw Wand	龍爪魔杖
Dragon Claw Strike	龍爪擊
Dragon Claw Scroll	龍爪卷軸
Dragon Clan Laden	龍族拉登
Dragon Clan HTB	龍族 HTB
Dragon Cave South Scouter	龍穴南偵察兵
Dragon Cave South Gate	龍穴南門
Dragon Cave North Scouter	龍穴北偵察兵
Dragon Cave North Gate	龍穴北門
Dragon Cave Gate / Cave Barricade	龍穴大門／洞窟路障
Dragon Cave Gate	龍穴大門
Dragon Cave Entrance	龍穴入口
Dragon Cage Key	龍籠鑰匙
Dragon Breath	龍息
Dragon Body	龍身
Dragon Blood Crystal Gem	龍血水晶寶石
Dragon Blessing	龍祝福
Dragon Ball with 5 Stars.	五星龍珠。
Dragon Ball Scouter Chip [1 Minute]	龍珠偵察晶片［1 分］
Dragon Ball Radar	龍珠雷達
Dr. Gero's Outfit	格羅博士的服裝
Downgrade trade u75 (Recipe)	降級交易 u75（配方）
Downgrade trade u70 (Recipe)	降級交易 u70（配方）
Dora Pet	朵拉寵物
Donkey-Eared Rabbit	驢耳兔
Donkey Slash Power Increase	驢斬威力提升
Donkey Slash	驢斬
Dog Collar Key	狗項圈鑰匙
Dodoria Vs Vegeta	多達利亞對貝吉塔
Doctor's Outfit (White)	醫生服裝（白）
Doctor's Outfit (Pink)	醫生服裝（粉）
Doctor's Outfit (Blue)	醫生服裝（藍）
Doctor Set Capsule (White)	醫生套裝膠囊（白）
Doctor Set Capsule (Pink)	醫生套裝膠囊（粉）
Doctor Set Capsule (Blue)	醫生套裝膠囊（藍）
Divine White Stone U85	神聖白石 U85
Divine Weapon Upgrade Stone U85	神聖武器強化石 U85
Divine Water Guard Dragon	聖水守護龍
Disaster Trumpet	災難小號
Dina's Capsule House	蒂娜的膠囊屋
Digital Mailbox	數位信箱
Diablo Trumpet	惡魔小號
Devil Outfit Combination Capsule	惡魔服裝組合膠囊
Devil Fighting Suit (Top) EX	惡魔格鬥套裝（上衣）EX
Devil Fighting Suit (Shoes) EX	惡魔格鬥套裝（鞋子）EX
Devil Fighting Suit (Pants) EX	惡魔格鬥套裝（下裝）EX
Devil Dragon Cage	惡魔龍籠
Dethka Mine Capsule	戴斯卡礦膠囊
Detheka Mine Supply Control Key	戴斯卡礦補給控制鑰匙
Detheka Mine Capsule	戴斯卡礦膠囊
Destroyed Namekian Bomb Device	被毀的那美克炸彈裝置
Derieri Outfit	德莉耶服裝
Denji Rage Outfit	電次憤怒服裝
Dende Ilusion Goku	丹德幻影悟空
Demon Stones	惡魔石
Demon Stone Flash	惡魔石閃光
Demon Lord Milim Outfit	魔王米莉姆服裝
