原文	填写中文
Ultimate Era of Magic Ring TYPE-C	究極魔法時代戒指 TYPE-C
Ultimate Era of Magic Necklace TYPE-A	究極魔法時代項鍊 TYPE-A
Ultimate Era of Magic Necklace TYPE-C	究極魔法時代項鍊 TYPE-C
Ultimate Era of Magic Earring TYPE-A	究極魔法時代耳環 TYPE-A
Ultimate Era of Magic Earring TYPE-C	究極魔法時代耳環 TYPE-C
Ultimate Era of Evil Ring TYPE-B	究極邪惡時代戒指 TYPE-B
Ultimate Era of Evil Necklace TYPE-B	究極邪惡時代項鍊 TYPE-B
Ultimate Era of Evil Earring TYPE-B	究極邪惡時代耳環 TYPE-B
Alternate Ultimate Era of Magic Ring TYPE-A	替代究極魔法時代戒指 TYPE-A
Alternate Ultimate Era of Magic Ring TYPE-C	替代究極魔法時代戒指 TYPE-C
Alternate Ultimate Era of Magic Earring TYPE-A	替代究極魔法時代耳環 TYPE-A
Alternate Ultimate Era of Magic Earring TYPE-C	替代究極魔法時代耳環 TYPE-C
Alternate Ultimate Era of Evil Ring TYPE-B	替代究極邪惡時代戒指 TYPE-B
Alternate Ultimate Era of Evil Earring TYPE-B	替代究極邪惡時代耳環 TYPE-B
Alternate Ultimate Era Ring TYPE-A	替代究極時代戒指 TYPE-A
Alternate Ultimate Era Ring TYPE-B	替代究極時代戒指 TYPE-B
Alternate Ultimate Era Ring TYPE-C	替代究極時代戒指 TYPE-C
Alternate Ultimate Era Earring TYPE-A	替代究極時代耳環 TYPE-A
Alternate Ultimate Era Earring TYPE-B	替代究極時代耳環 TYPE-B
Alternate Ultimate Era Earring TYPE-C	替代究極時代耳環 TYPE-C
Gloves of Blazing Fire	烈焰之火手套
Blazing Extending Short Staff	烈焰延伸短杖
E Insect Exoskeleton Gauntlets	E 昆蟲外骨骼護手
E Insect Exoskeleton Gauntlets EX	E 昆蟲外骨骼護手 EX
Lollipop	棒棒糖
Lollipop EX	棒棒糖 EX
Pound Drum	重擊鼓
Pound Drum EX	重擊鼓 EX
S uspicious Gauntlets EX	可疑護手 EX
Suspicious Gauntlets EX	可疑護手 EX
Magic Comfort Suit Crystal Gem Version (Top)	魔法舒適套裝水晶寶石版（上衣）
Magic Comfort Suit Crystal Gem Version (Pants)	魔法舒適套裝水晶寶石版（下裝）
Magic Comfort Suit Crystal Gem Version (Shoes)	魔法舒適套裝水晶寶石版（鞋子）
Magic Comfort Suit Crystal Gem Version (Pants) EX	魔法舒適套裝水晶寶石版（下裝）EX
Magic Comfort Suit Crystal Gem Version (Shoes) EX	魔法舒適套裝水晶寶石版（鞋子）EX
Surprised Magic Jet Suit Special Edition (Top)	驚喜魔法噴射套裝特別版（上衣）
Surprised Magic Jet Suit Special Edition (Pants)	驚喜魔法噴射套裝特別版（下裝）
Surprised Magic Jet Suit Special Edition (Shoes)	驚喜魔法噴射套裝特別版（鞋子）
Babidi Pet	巴比特寵物
Zoro Swords	索隆之劍
Berus Assistant	比魯斯助手
Shenron Gray Wings	神龍灰翼
Nappa Normal Block	那巴普通格擋
Season 1 Claw	第 1 季爪
Season 1 Cub	第 1 季幼崽
HuntCompleteCoin 1	狩獵完成幣 1
HuntCompleteCoin 2	狩獵完成幣 2
HuntCompleteCoin 3	狩獵完成幣 3
Completion Coin	完成幣
BD Rejoin Pass	武道大會再加入通行證
Chicken Dance	小雞舞
Cyber Saiyan	賽博賽亞人
Future Trunks Hair	未來特南克斯髮型
SJ Rose Hair	SJ 玫瑰髮型
Raven Head	渡鴉頭
Mirko Head	Mirko 頭
Super Buu (Gohan Absorbed)	超布歐（吸收悟飯）
Jia Tela Dragon Clothes (Top)	賈特拉龍族服裝（上衣）
Gordon Martial Clothes (Top)	戈登武道服裝（上衣）
Chillapeare Pearl Necklace	奇拉皮爾珍珠項鍊
Moori's Necklace	莫利的項鍊
Jenneu Earring	傑紐耳環
Jenin Earring	傑寧耳環
Korin Tower's Antique Earring	花梨塔古董耳環
Abdominal Pain Pill	腹痛藥丸
Great Abdominal Pain Pill	強效腹痛藥丸
Premium Abdominal Pain Pill	高級腹痛藥丸
Red Pants Army Military Rations	紅緞帶軍軍用口糧
Red Pants Army Superior Mineral Water	紅緞帶軍高級礦泉水
Disciple's Stone Symbol S	門徒石徽 S
Disciple's Stone Symbol M	門徒石徽 M
Disciple's Stone Symbol L	門徒石徽 L
Disciple's Stone Symbol X	門徒石徽 X
Disciple's Stone Symbol XL	門徒石徽 XL
Lucky Stone Symbol XL	幸運石徽 XL
