原文	填写中文
God Magic Dragon Clothes  (Top)	神魔法龍服裝（上衣）
God Battle Dragon Gear (Top)	神戰鬥龍裝備（上衣）
God Battle Dragon Gear (Pants)	神戰鬥龍裝備（下裝）
Dragon Magic Combat Equipment (Top)	龍魔法戰鬥裝備（上衣）
Dragon Magic Combat Equipment (Shoes)	龍魔法戰鬥裝備（鞋子）
Dragon Magic Combat Equipment (Pants)	龍魔法戰鬥裝備（下裝）
Dragon Law Turtle Clothes (Top)	龍律龜服裝（上衣）
Dragon Law Turtle Clothes (Shoes)	龍律龜服裝（鞋子）
Dragon Law Turtle Clothes (Pants)	龍律龜服裝（下裝）
Dragon Law Crane Clothes (Top)	龍律鶴服裝（上衣）
Dragon Law Crane Clothes (Shoes)	龍律鶴服裝（鞋子）
Dragon Law Crane Clothes (Pants)	龍律鶴服裝（下裝）
Dragon King Treasure Shoes	龍王寶物鞋子
Divine Armor Upgrade Stone U85	神聖防具強化石 U85
Armor Upgrade Stone U70 [1x]	防具強化石 U70［1×］
Armor Upgrade Stone U38 [5x]	防具強化石 U38［5×］
Armor Upgrade Stone U30 [5x]	防具強化石 U30［5×］
Armor Upgrade Stone U30 [20x]	防具強化石 U30［20×］
Capsule Machine Rare Necklace	扭蛋機稀有項鍊
Capsule Machine Rare Earring	扭蛋機稀有耳環
CC Staff's Convenient Capsule	CC 員工便利膠囊
Rising Dragon Necklace TYPE-A	昇龍項鍊 TYPE-A
Rising Dragon Necklace TYPE-B	昇龍項鍊 TYPE-B
Rising Dragon Necklace TYPE-C	昇龍項鍊 TYPE-C
Rising Dragon Earring TYPE-A	昇龍耳環 TYPE-A
Rising Dragon Earring TYPE-B	昇龍耳環 TYPE-B
Rising Dragon Earring TYPE-C	昇龍耳環 TYPE-C
Alternate Rising Dragon Ring TYPE-A	替代昇龍戒指 TYPE-A
Alternate Rising Dragon Ring TYPE-B	替代昇龍戒指 TYPE-B
Alternate Rising Dragon Ring TYPE-C	替代昇龍戒指 TYPE-C
Alternate Rising Dragon Earring TYPE-C	替代昇龍耳環 TYPE-C
Korin Totem Gauntlets EX	花梨圖騰護手 EX
Korin Totem Gauntlets R	花梨圖騰護手 R
Korin Totem Gauntlets L	花梨圖騰護手 L
Hope Dragon Staff EX	希望之龍杖 EX
Hope Dragon Staff R	希望之龍杖 R
Hope Dragon Staff L	希望之龍杖 L
Happy Dragon Gloves EX	快樂之龍手套 EX
Dragon Cutter Sword R	龍斬劍 R
Passionate Trumpet EX	熱情小號 EX
Passionate Trumpet R	熱情小號 R
Passionate Trumpet L	熱情小號 L
