原文	填写中文
Vital Magic Suit (Top) EX	活力魔法套裝（上衣）EX
Vital Magic Suit (Pants) EX	活力魔法套裝（下裝）EX
Vital Magic Suit (Shoes) EX	活力魔法套裝（鞋子）EX
Yin & Yang Spirit Suit (Top) EX	陰陽精靈套裝（上衣）EX
Yin & Yang Spirit Suit (Pants) EX	陰陽精靈套裝（下裝）EX
Yin & Yang Spirit Suit (Shoes) EX	陰陽精靈套裝（鞋子）EX
Alchemist Dragon Suit (Top)	煉金術師龍套裝（上衣）
Alchemist Dragon Suit (Pants)	煉金術師龍套裝（下裝）
Alchemist Dragon Suit (Shoes)	煉金術師龍套裝（鞋子）
Alchemist Dragon Suit (Top) EX	煉金術師龍套裝（上衣）EX
Alchemist Dragon Suit (Pants) EX	煉金術師龍套裝（下裝）EX
Alchemist Dragon Suit (Shoes) EX	煉金術師龍套裝（鞋子）EX
Hard Magic Clothes (Top)	硬質魔法服裝（上衣）
Hard Magic Clothes (Pants)	硬質魔法服裝（下裝）
Hard Magic Clothes (Shoes)	硬質魔法服裝（鞋子）
Hard Magic Clothes (Top) EX	硬質魔法服裝（上衣）EX
Hard Magic Clothes (Pants) EX	硬質魔法服裝（下裝）EX
Hard Magic Clothes (Shoes) EX	硬質魔法服裝（鞋子）EX
EXotic Dragon Suit (Top)	異域龍套裝（上衣）
EXotic Dragon Suit (Pants)	異域龍套裝（下裝）
EXotic Dragon Suit (Shoes)	異域龍套裝（鞋子）
EXotic Dragon Suit (Top) EX	異域龍套裝（上衣）EX
EXotic Dragon Suit (Pants) EX	異域龍套裝（下裝）EX
EXotic Dragon Suit (Shoes) EX	異域龍套裝（鞋子）EX
True Overbearing Sword	真·霸劍
True Overbearing Sword EX	真·霸劍 EX
Rainbow Wooden Trumpet	彩虹木製小號
Rainbow Wooden Trumpet EX	彩虹木製小號 EX
Heart pounding Drum	心跳鼓
Heart pounding Drum EX	心跳鼓 EX
Peppermint Lollipop	薄荷棒棒糖
Peppermint Lollipop EX	薄荷棒棒糖 EX
3 color Popsicle	三色冰棒
3 color Popsicle EX	三色冰棒 EX
Bi-colored Jade Wand	雙色翡翠杖
Bi-colored Jade Wand EX	雙色翡翠杖 EX
Birth of Dawn Gem	黎明誕生寶石
Birth of Dawn Gem EX	黎明誕生寶石 EX
Crystallization Gem	結晶寶石
Crystallization Gem EX	結晶寶石 EX
Choking Red Candy	嗆喉紅糖
Cosmo Drink	宇宙飲
Cream Soda	奶油蘇打
Daily-Drink	每日飲品
Demigod Beans	半仙豆
Beanstalk	豆莖
Detoxification Pill	解毒藥丸
Great Detoxification Pill	強效解毒藥丸
Premium Detoxification Pill	高級解毒藥丸
Pain Treatment Pill	止痛藥丸
Great Pain Treatment Pill	強效止痛藥丸
Extra Pain Treatment Pill	特效止痛藥丸
Gatekeeper Gloves	守門人手套
Mechanical Gloves	機械手套
E Blood Gauntlets	E 血色護手
E Buffer Gauntlets	E 緩衝護手
E Gatekeeper Gloves	E 守門人手套
E Mechanical Gloves	E 機械手套
E Karinga Warrior Gauntlets	E 卡林加戰士護手
E Korin Totem Gauntlets	E 花梨圖騰護手
